SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_TOTAL,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_TWO_OR_MORE_CNT,MEMBERSHIP_TWO_OR_MORE_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_UNKNOWN_CNT,TRANSITION_UNKNOWN_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,WHITE_FTE_TOTAL,BLACK_FTE_TOTAL,HISPANIC_FTE_TOTAL,ASIAN_FTE_TOTAL,AIAN_FTE_TOTAL,HAWAIIAN_FTE_TOTAL,TWO_OR_MORE_FTE_TOTAL,RACE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS,COOP,COOP_CODE
20162017,056,JEFFERSON,275,Jefferson County,105,Ballard High,275105,056275105,210299000695,"$11,211","1,783.53","1,879",846,45.0%,"1,033",55.0%,"1,063",56.6%,598,31.8%,89,4.7%,68,3.6%,2,0.1%,5,0.3%,54,2.9%,670,35.7%,92,4.9%,92.8%,6.8%,0.7%,N/A,350,81.8%,274,64.0%,76,17.8%,1,0.2%,36,8.4%,N/A,0.0%,28,6.5%,13,3.0%,19:1,101.00,43.00,58.00,94.00,4.00,2.00,1.00,0.00,0.00,0.00,101.00,9,0.0%,14.3,10.7%,50.0%,36.6%,2.7%,0.0%,100.0%,1.8%,2.3:1,100%,826,31,3,"1,400",JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,040,Barret Traditional Middle,275040,056275040,210299000641,"$11,169",622.82,638,286,44.8%,352,55.2%,435,68.2%,137,21.5%,25,3.9%,25,3.9%,0,0.0%,0,0.0%,16,2.5%,144,22.6%,29,4.5%,96.8%,0.0%,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21:1,33.00,10.00,23.00,29.00,4.00,0.00,0.00,0.00,0.00,0.00,33.00,3,0.0%,14.9,2.9%,45.7%,51.4%,0.0%,0.0%,100.0%,0.0%,4.8:1,100%,337,272,7,"7,000",JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,055,Bates Elementary,275055,056275055,210299000650,"$13,124",519.15,537,259,48.2%,278,51.8%,335,62.4%,92,17.1%,57,10.6%,17,3.2%,0,0.0%,0,0.0%,36,6.7%,273,50.8%,26,4.8%,95.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,33.00,4.00,29.00,32.00,1.00,0.00,0.00,0.00,0.00,0.00,33.00,3,0.0%,16.3,3.3%,63.3%,30.0%,3.3%,0.0%,100.0%,0.0%,2.9:1,100%,344,32,2,"1,437",JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,220,Bellewood,275220,056275220,210299002394,"$24,067",36.52,45,34,75.6%,11,24.4%,35,77.8%,7,15.6%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,3,6.7%,,0.0%,,0.0%,99.7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9:1,6.00,1.00,5.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,,0.0%,12.3,20.0%,40.0%,40.0%,0.0%,0.0%,100.0%,0.0%,1.8:1,100%,20,,,0,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,183,Binet School,275183,056275183,210299000732,"$61,787",61.42,71,58,81.7%,13,18.3%,28,39.4%,36,50.7%,2,2.8%,3,4.2%,0,0.0%,0,0.0%,2,2.8%,,0.0%,,0.0%,91.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4:1,18.00,7.00,11.00,13.00,4.00,0.00,1.00,0.00,0.00,0.00,18.00,1,0.0%,8.5,27.3%,45.5%,27.3%,0.0%,0.0%,100.0%,0.0%,1.1:1,100%,68,,,146,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,149,Blake Elementary,275149,056275149,210299000719,"$14,159",453.37,485,259,53.4%,226,46.6%,210,43.3%,128,26.4%,83,17.1%,11,2.3%,0,0.0%,0,0.0%,53,10.9%,392,80.8%,21,4.3%,94.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,30.00,5.00,25.00,26.00,4.00,0.00,0.00,0.00,0.00,0.00,30.00,2,0.0%,7.9,26.9%,53.8%,15.4%,3.8%,0.0%,100.0%,0.0%,3.4:1,100%,317,50,2,100,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,225,Bloom Elementary,275225,056275225,210299000737,"$12,512",518.26,528,254,48.1%,274,51.9%,388,73.5%,86,16.3%,17,3.2%,6,1.1%,1,0.2%,0,0.0%,30,5.7%,183,34.7%,23,4.4%,96.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,30.00,4.00,26.00,27.00,3.00,0.00,0.00,0.00,0.00,0.00,30.00,5,0.0%,18.1,3.8%,50.0%,42.3%,0.0%,3.8%,100.0%,0.0%,3.6:1,100%,423,25,4,"3,550",JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,091,Blue Lick Elementary,275091,056275091,210299000683,"$13,495",465.97,492,254,51.6%,238,48.4%,302,61.4%,108,22.0%,55,11.2%,2,0.4%,2,0.4%,2,0.4%,21,4.3%,392,79.7%,33,6.7%,94.4%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,32.00,8.00,24.00,28.00,4.00,0.00,0.00,0.00,0.00,0.00,32.00,0,0.0%,7.6,32.1%,53.6%,10.7%,0.0%,3.6%,100.0%,3.3%,3.5:1,100%,425,25,2,"1,500",JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,094,Bowen Elementary,275094,056275094,210299000685,"$12,589",701.75,729,405,55.6%,324,44.4%,433,59.4%,72,9.9%,129,17.7%,50,6.9%,0,0.0%,0,0.0%,45,6.2%,317,43.5%,30,4.1%,96.6%,0.4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,42.00,3.00,39.00,40.00,1.00,1.00,0.00,0.00,0.00,0.00,42.00,4,0.0%,17.3,5.3%,52.6%,39.5%,2.6%,0.0%,100.0%,0.0%,3.8:1,100%,675,50,2,"1,500",JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,028,Boys & Girls Haven,275028,056275028,210299001475,"$28,339",21.31,36,28,77.8%,8,22.2%,22,61.1%,11,30.6%,1,2.8%,0,0.0%,0,0.0%,0,0.0%,2,5.6%,32,88.9%,0,0.0%,88.7%,N/A,N/A,N/A,1,50.0%,1,50.0%,N/A,0.0%,N/A,0.0%,1,50.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,12:1,3.00,.00,3.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,,0.0%,10,33.3%,33.3%,33.3%,0.0%,0.0%,100.0%,0.0%,.7:1,100%,83,,,0,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,260,Brandeis Elementary,275260,056275260,210299000742,"$12,311",512.04,527,252,47.8%,275,52.2%,157,29.8%,211,40.0%,22,4.2%,116,22.0%,1,0.2%,1,0.2%,19,3.6%,167,31.7%,24,4.6%,97.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,33.00,2.00,31.00,21.00,11.00,0.00,1.00,0.00,0.00,0.00,33.00,3,0.0%,11.9,13.3%,66.7%,20.0%,0.0%,0.0%,100.0%,3.0%,2.5:1,100%,321,96,15,800,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,129,Breckinridge Metropolitan High,275129,056275129,210299001965,"$60,236",92.9,172,130,75.6%,42,24.4%,28,16.3%,132,76.7%,3,1.7%,1,0.6%,0,0.0%,0,0.0%,8,4.7%,,0.0%,,0.0%,56.5%,N/A,N/A,N/A,7,31.8%,7,31.8%,N/A,0.0%,N/A,0.0%,8,36.4%,N/A,0.0%,4,18.2%,3,13.6%,6:1,30.00,20.00,10.00,28.00,2.00,0.00,0.00,0.00,0.00,0.00,30.00,0,0.0%,10.6,6.7%,40.0%,53.3%,0.0%,0.0%,100.0%,0.0%,.4:1,100%,22,,,0,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,038,Breckinridge-Franklin Elementary,275038,056275038,210299001855,"$14,963",452.36,475,248,52.2%,227,47.8%,144,30.3%,261,54.9%,23,4.8%,6,1.3%,0,0.0%,1,0.2%,40,8.4%,393,82.7%,19,4.0%,94.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,35.00,5.00,30.00,29.00,5.00,0.00,0.00,1.00,0.00,0.00,35.00,1,0.0%,7.8,20.0%,60.0%,20.0%,0.0%,0.0%,100.0%,0.0%,1.8:1,100%,389,50,1,762,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,221,Brooklawn,275221,056275221,210299002399,"$23,940",123.8,122,81,66.4%,41,33.6%,88,72.1%,29,23.8%,3,2.5%,0,0.0%,0,0.0%,0,0.0%,2,1.6%,,0.0%,,0.0%,100.0%,N/A,N/A,N/A,0,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,1,100.0%,8:1,16.00,9.00,7.00,12.00,3.00,1.00,0.00,0.00,0.00,0.00,16.00,,0.0%,14.1,0.0%,41.2%,47.1%,0.0%,11.8%,100.0%,0.0%,3.5:1,100%,126,,,0,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,045,Butler Traditional High,275045,056275045,210299000644,"$11,344","1,575.57","1,653",810,49.0%,843,51.0%,818,49.5%,668,40.4%,76,4.6%,45,2.7%,1,0.1%,1,0.1%,44,2.7%,808,48.9%,92,5.6%,93.9%,2.2%,0.7%,N/A,290,78.6%,268,72.6%,22,6.0%,6,1.6%,41,11.1%,2,0.5%,11,3.0%,19,5.2%,20:1,84.00,34.00,50.00,76.00,7.00,0.00,1.00,0.00,0.00,0.00,84.00,4,0.0%,12.7,12.5%,45.5%,39.8%,2.3%,0.0%,100.0%,0.0%,4.6:1,100%,550,6,2,600,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,243,Byck Elementary,275243,056275243,210299000740,"$15,874",451.27,452,221,48.9%,231,51.1%,21,4.6%,401,88.7%,14,3.1%,3,0.7%,1,0.2%,0,0.0%,12,2.7%,419,92.7%,9,2.0%,94.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,38.00,3.00,35.00,28.00,10.00,0.00,0.00,0.00,0.00,0.00,38.00,1,0.0%,3.3,53.3%,43.3%,0.0%,3.3%,0.0%,100.0%,0.0%,3.2:1,100%,150,0,1,20,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,004,Camp Taylor Elementary,275004,056275004,210299000623,"$16,105",410.19,432,238,55.1%,194,44.9%,206,47.7%,99,22.9%,103,23.8%,13,3.0%,0,0.0%,0,0.0%,11,2.5%,365,84.5%,20,4.6%,94.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,34.00,4.00,30.00,28.00,3.00,1.00,2.00,0.00,0.00,0.00,34.00,1,0.0%,12.3,11.1%,48.1%,37.0%,0.0%,3.7%,100.0%,0.0%,6.7:1,100%,203,38,3,"1,500",JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,005,Cane Run Elementary,275005,056275005,210299000624,"$15,709",366.25,390,202,51.8%,188,48.2%,52,13.3%,313,80.3%,8,2.1%,0,0.0%,0,0.0%,0,0.0%,17,4.4%,333,85.4%,26,6.7%,94.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,32.00,1.00,31.00,26.00,6.00,0.00,0.00,0.00,0.00,0.00,32.00,1,0.0%,8.4,33.3%,43.3%,16.7%,6.7%,0.0%,100.0%,0.0%,3.1:1,100%,293,55,2,"3,500",JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,167,Carrithers Middle,275167,056275167,210299000728,"$12,891",598.42,630,326,51.7%,304,48.3%,266,42.2%,277,44.0%,57,9.0%,7,1.1%,0,0.0%,1,0.2%,22,3.5%,409,64.9%,31,4.9%,93.6%,1.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,39.00,15.00,24.00,35.00,4.00,0.00,0.00,0.00,0.00,0.00,39.00,,0.0%,10.7,18.6%,44.2%,34.9%,0.0%,2.3%,100.0%,0.0%,3.4:1,100%,450,200,2,"1,000",JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,680,Carter Traditional Elementary,275680,056275680,210299000784,"$11,614",582.4,594,302,50.8%,292,49.2%,366,61.6%,175,29.5%,24,4.0%,5,0.8%,0,0.0%,0,0.0%,24,4.0%,256,43.1%,47,7.9%,96.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20:1,32.00,4.00,28.00,28.00,3.00,0.00,1.00,0.00,0.00,0.00,32.00,4,0.0%,11.2,17.2%,58.6%,24.1%,0.0%,0.0%,100.0%,0.0%,2.7:1,100%,400,200,2,150,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,179,Central High Magnet Career Academy,275179,056275179,210299000730,"$14,311","1,033.86","1,089",355,32.6%,734,67.4%,81,7.4%,878,80.6%,83,7.6%,35,3.2%,0,0.0%,0,0.0%,12,1.1%,864,79.3%,80,7.3%,93.8%,1.2%,0.6%,N/A,172,70.5%,150,61.5%,22,9.0%,N/A,0.0%,38,15.6%,1,0.4%,14,5.7%,19,7.8%,15:1,72.00,37.00,35.00,52.00,16.00,2.00,2.00,0.00,0.00,0.00,72.00,10,0.0%,14.3,9.1%,41.6%,45.5%,0.0%,3.9%,100.0%,0.0%,1.1:1,100%,700,2,2,"1,000",JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,102,Chancey Elementary,275102,056275102,210299001959,"$12,869",622.6,649,342,52.7%,307,47.3%,243,37.4%,218,33.6%,96,14.8%,29,4.5%,1,0.2%,2,0.3%,60,9.2%,355,54.7%,38,5.9%,96.4%,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,40.00,3.00,37.00,32.00,7.00,0.00,0.00,0.00,1.00,0.00,40.00,4,0.0%,14,2.9%,54.3%,42.9%,0.0%,0.0%,100.0%,0.0%,2.1:1,100%,480,200,3,"3,900",JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,046,Chenoweth Elementary,275046,056275046,210299000645,"$13,224",494.35,516,272,52.7%,244,47.3%,323,62.6%,117,22.7%,22,4.3%,12,2.3%,0,0.0%,0,0.0%,42,8.1%,239,46.3%,35,6.8%,96.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,33.00,4.00,29.00,31.00,2.00,0.00,0.00,0.00,0.00,0.00,33.00,4,0.0%,14.1,0.0%,74.1%,22.2%,3.7%,0.0%,100.0%,0.0%,2.9:1,100%,463,112,7,"1,260",JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,917,Churchill Park School,275917,056275917,210299000789,"$62,614",74.08,94,59,62.8%,35,37.2%,50,53.2%,32,34.0%,2,2.1%,7,7.4%,0,0.0%,0,0.0%,3,3.2%,,0.0%,,0.0%,83.1%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4:1,27.00,3.00,24.00,26.00,0.00,0.00,1.00,0.00,0.00,0.00,27.00,3,0.0%,8.5,28.6%,42.9%,28.6%,0.0%,0.0%,100.0%,0.0%,.3:1,100%,81,,,107,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,323,Cochran Elementary,275323,056275323,210299000751,"$17,502",316.19,342,184,53.8%,158,46.2%,96,28.1%,188,55.0%,28,8.2%,11,3.2%,0,0.0%,1,0.3%,18,5.3%,297,86.8%,13,3.8%,93.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,27.00,2.00,25.00,18.00,9.00,0.00,0.00,0.00,0.00,0.00,27.00,2,0.0%,7.5,36.0%,48.0%,12.0%,4.0%,0.0%,100.0%,0.0%,2:1,100%,121,98,2,337,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,083,Cochrane Elementary,275083,056275083,210299000676,"$15,107",388.81,415,204,49.2%,211,50.8%,151,36.4%,114,27.5%,100,24.1%,20,4.8%,0,0.0%,0,0.0%,30,7.2%,311,74.9%,28,6.7%,95.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,31.00,6.00,25.00,28.00,2.00,1.00,0.00,0.00,0.00,0.00,31.00,3,0.0%,10.4,11.5%,65.4%,15.4%,7.7%,0.0%,100.0%,0.0%,2.7:1,100%,272,38,2,578,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,660,Coleridge-Taylor Montessori Elementary,275660,056275660,210299000783,"$13,444",556.72,581,283,48.7%,298,51.3%,123,21.2%,419,72.1%,13,2.2%,3,0.5%,0,0.0%,1,0.2%,22,3.8%,431,74.2%,21,3.6%,95.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,37.00,4.00,33.00,31.00,6.00,0.00,0.00,0.00,0.00,0.00,37.00,1,0.0%,9.3,25.0%,46.9%,28.1%,0.0%,0.0%,100.0%,2.9%,4.9:1,100%,578,425,2,"1,875",JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,164,Conway Middle,275164,056275164,210299000726,"$12,542",771.08,816,450,55.1%,366,44.9%,447,54.8%,311,38.1%,27,3.3%,3,0.4%,1,0.1%,0,0.0%,27,3.3%,610,74.8%,46,5.6%,92.0%,0.9%,0.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,48.00,25.00,23.00,41.00,6.00,0.00,1.00,0.00,0.00,0.00,48.00,2,0.0%,10.5,8.9%,48.2%,42.9%,0.0%,0.0%,100.0%,0.0%,3.2:1,100%,600,75,4,300,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,060,Coral Ridge Elementary,275060,056275060,210299000654,"$14,207",486.91,508,255,50.2%,253,49.8%,305,60.0%,48,9.4%,125,24.6%,10,2.0%,0,0.0%,0,0.0%,20,3.9%,378,74.4%,33,6.5%,95.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,39.00,5.00,34.00,37.00,1.00,1.00,0.00,0.00,0.00,0.00,39.00,4,0.0%,9.2,6.7%,70.0%,23.3%,0.0%,0.0%,100.0%,0.0%,2.3:1,100%,315,28,2,975,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,119,Crosby Middle,275119,056275119,210299000703,"$10,990","1,211.28","1,240",631,50.9%,609,49.1%,715,57.7%,345,27.8%,84,6.8%,53,4.3%,1,0.1%,0,0.0%,42,3.4%,478,38.5%,33,2.7%,94.5%,1.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20:1,63.00,24.00,39.00,57.00,5.00,0.00,1.00,0.00,0.00,0.00,63.00,7,0.0%,14.6,6.1%,45.5%,47.0%,1.5%,0.0%,100.0%,0.0%,2.5:1,100%,"1,309",94,4,"3,500",JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,092,Crums Lane Elementary,275092,056275092,210299000684,"$15,202",427.59,450,223,49.6%,227,50.4%,73,16.2%,317,70.4%,26,5.8%,1,0.2%,1,0.2%,0,0.0%,32,7.1%,411,91.3%,8,1.8%,95.0%,0.7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,35.00,7.00,28.00,32.00,3.00,0.00,0.00,0.00,0.00,0.00,35.00,1,0.0%,8.8,43.3%,43.3%,13.3%,0.0%,0.0%,100.0%,0.0%,3.1:1,100%,416,0,3,"4,220",JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,082,Dixie Elementary,275082,056275082,210299000675,"$14,695",421.98,453,231,51.0%,222,49.0%,211,46.6%,185,40.8%,18,4.0%,0,0.0%,3,0.7%,2,0.4%,34,7.5%,381,84.1%,19,4.2%,93.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,29.00,3.00,26.00,27.00,2.00,0.00,0.00,0.00,0.00,0.00,29.00,1,0.0%,13.8,8.7%,65.2%,26.1%,0.0%,0.0%,100.0%,0.0%,3.4:1,100%,397,102,3,"6,821",JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,100,Doss High,275100,056275100,210299000691,"$13,979",952.82,"1,042",610,58.5%,432,41.5%,351,33.7%,508,48.8%,112,10.7%,47,4.5%,2,0.2%,3,0.3%,19,1.8%,789,75.7%,31,3.0%,88.9%,10.5%,2.0%,N/A,140,63.1%,124,55.9%,16,7.2%,N/A,0.0%,44,19.8%,4,1.8%,17,7.7%,17,7.7%,16:1,66.00,32.00,34.00,57.00,8.00,1.00,0.00,0.00,0.00,0.00,66.00,4,0.0%,7.2,21.3%,54.7%,17.3%,6.7%,0.0%,100.0%,0.0%,1.2:1,100%,513,0,2,523,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,156,Dunn Elementary,275156,056275156,210299000722,"$12,011",557.5,581,302,52.0%,279,48.0%,376,64.7%,100,17.2%,14,2.4%,47,8.1%,1,0.2%,2,0.3%,41,7.1%,178,30.6%,7,1.2%,96.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,36.00,3.00,33.00,33.00,1.00,0.00,2.00,0.00,0.00,0.00,36.00,4,0.0%,14.1,3.4%,62.1%,34.5%,0.0%,0.0%,100.0%,0.0%,3.8:1,100%,581,435,2,"1,723",JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,186,ESL Newcomer Academy,275186,056275186,210299002180,"$11,640",643.65,909,504,55.4%,405,44.6%,100,11.0%,253,27.8%,490,53.9%,65,7.2%,0,0.0%,1,0.1%,0,0.0%,,0.0%,,0.0%,91.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27:1,35.00,12.00,23.00,21.00,2.00,7.00,5.00,0.00,0.00,0.00,35.00,4,0.0%,9.6,25.5%,46.8%,25.5%,0.0%,2.1%,100.0%,2.1%,1.3:1,100%,402,,,0,JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,007,Eastern High,275007,056275007,210299000625,"$11,619","1,872.89","1,949","1,047",53.7%,902,46.3%,"1,263",64.8%,437,22.4%,103,5.3%,83,4.3%,1,0.1%,3,0.2%,59,3.0%,570,29.2%,106,5.4%,93.5%,6.9%,0.6%,N/A,351,78.5%,306,68.5%,45,10.1%,1,0.2%,67,15.0%,3,0.7%,14,3.1%,11,2.5%,18:1,111.00,57.00,54.00,97.00,9.00,1.00,4.00,0.00,0.00,0.00,111.00,11,0.0%,14.3,5.1%,46.6%,44.1%,0.8%,3.4%,100.0%,0.0%,1.3:1,100%,"1,619",71,2,"6,352",JEFF CO,909
20162017,056,JEFFERSON,275,Jefferson County,131,Eisenhower Elementary,275131,056275131,210299000710,"$12,216",568.51,595,282,47.4%,313,52.6%,441,74.1%,98,16.5%,17,2.9%,1,0.2%,1,0.2%,0,0.0%,37,6.2%,340,57.1%,42,7.1%,95.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,33.00,1.00,32.00,31.00,2.00,0.00,0.00,0.00,0.00,0.00,33.00,2,0.0%,12.9,10.3%,58.6%,27.6%,0.0%,3.4%,100.0%,0.0%,3.6:1,100%,295,18,3,600,JEFF CO,909
